"pub_year","country_name","patent_count","country_yearly_relative_position"
1993,"United States",6788,"High tech development"
1993,"Uruguay",1,"Low tech development"
1993,NA,1198,"High tech development"
1993,NA,7,"Low-med tech development"
1993,"South Africa",42,"Low-med tech development"
1994,"Argentina",29,"Low-med tech development"
1994,"Austria",459,"High tech development"
1994,"Australia",1071,"High tech development"
1994,"Belgium",36,"Low-med tech development"
1994,"Bulgaria",2,"Low tech development"
1994,"Brazil",90,"High-med tech development"
1994,"Canada",1314,"High tech development"
1994,"Switzerland",54,"Low-med tech development"
1994,"China",481,"High tech development"
1994,"Czechia",20,"Low-med tech development"
1994,NA,1,"Low tech development"
1994,"Denmark",66,"High-med tech development"
1994,"Egypt",2,"Low tech development"
1994,NA,7584,"High tech development"
1994,"Spain",303,"High tech development"
1994,"Finland",203,"High-med tech development"
1994,"Greece",2,"Low tech development"
1994,"Hong Kong SAR China",148,"High-med tech development"
1994,"Croatia",1,"Low tech development"
1994,"Hungary",58,"High-med tech development"
1994,"Ireland",42,"Low-med tech development"
1994,"Israel",124,"High-med tech development"
1994,"India",1,"Low tech development"
1994,"Iceland",1,"Low tech development"
1994,"Italy",268,"High tech development"
1994,"Japan",8888,"High tech development"
1994,"South Korea",5410,"High tech development"
1994,"Lithuania",6,"Low tech development"
1994,"Luxembourg",2,"Low tech development"
1994,"Mexico",117,"High-med tech development"
1994,"Malaysia",85,"High-med tech development"
1994,"Netherlands",147,"High-med tech development"
1994,"Norway",186,"High-med tech development"
1994,"New Zealand",15,"Low-med tech development"
1994,NA,2,"Low tech development"
1994,"Poland",20,"Low-med tech development"
1994,"Portugal",28,"Low-med tech development"
1994,"Romania",1,"Low tech development"
1994,"Russia",16,"Low-med tech development"
1994,"Sweden",158,"High-med tech development"
1994,"Singapore",10,"Low-med tech development"
1994,"Slovakia",23,"Low-med tech development"
1994,"Turkey",5,"Low tech development"
1994,"Taiwan",217,"High-med tech development"
1994,"United States",7813,"High tech development"
1994,"Uruguay",1,"Low tech development"
1994,NA,1313,"High tech development"
1994,NA,18,"Low-med tech development"
1994,"South Africa",31,"Low-med tech development"
1995,NA,1,"Low tech development"
1995,"Argentina",9,"Low-med tech development"
1995,"Austria",524,"High tech development"
1995,"Australia",1310,"High tech development"
1995,"Belgium",42,"High-med tech development"
1995,"Bulgaria",1,"Low tech development"
1995,"Brazil",86,"High-med tech development"
1995,"Canada",1330,"High tech development"
1995,"Switzerland",34,"Low-med tech development"
1995,"China",482,"High tech development"
1995,"Cuba",1,"Low tech development"
1995,"Czechia",38,"Low-med tech development"
1995,"Denmark",100,"High-med tech development"
1995,"Estonia",1,"Low tech development"
1995,"Egypt",4,"Low-med tech development"
1995,NA,7673,"High tech development"
1995,"Spain",360,"High tech development"
1995,"Finland",230,"High-med tech development"
1995,"Greece",29,"Low-med tech development"
1995,"Hong Kong SAR China",220,"High-med tech development"
1995,"Hungary",57,"High-med tech development"
1995,"Ireland",58,"High-med tech development"
1995,"Israel",119,"High-med tech development"
1995,"India",1,"Low tech development"
1995,"Iceland",1,"Low tech development"
1995,"Italy",317,"High tech development"
1995,"Japan",9145,"High tech development"
1995,"South Korea",6123,"High tech development"
1995,"Lithuania",1,"Low tech development"
1995,"Luxembourg",2,"Low tech development"
1995,"Morocco",2,"Low tech development"
1995,"Mexico",18,"Low-med tech development"
1995,"Malaysia",97,"High-med tech development"
1995,"Netherlands",141,"High-med tech development"
1995,"Norway",169,"High-med tech development"
1995,"New Zealand",32,"Low-med tech development"
1995,NA,1,"Low tech development"
1995,"Peru",1,"Low tech development"
1995,"Poland",53,"High-med tech development"
1995,"Portugal",20,"Low-med tech development"
1995,"Romania",1,"Low tech development"
1995,"Russia",21,"Low-med tech development"
1995,"Sweden",176,"High-med tech development"
1995,"Singapore",100,"High-med tech development"
1995,"Slovenia",1,"Low tech development"
1995,"Slovakia",26,"Low-med tech development"
1995,NA,1,"Low tech development"
1995,"Turkey",17,"Low-med tech development"
1995,"Taiwan",329,"High tech development"
1995,"United States",8362,"High tech development"
1995,"Uruguay",3,"Low-med tech development"
1995,NA,1682,"High tech development"
1995,NA,9,"Low-med tech development"
1995,"South Africa",36,"Low-med tech development"
1996,NA,1,"Low tech development"
1996,"Austria",458,"High tech development"
1996,"Australia",1457,"High tech development"
1996,"Belgium",38,"Low-med tech development"
1996,"Bulgaria",5,"Low-med tech development"
1996,"Brazil",92,"High-med tech development"
1996,"Canada",1456,"High tech development"
1996,"Switzerland",28,"Low-med tech development"
1996,"China",1141,"High tech development"
1996,"Colombia",4,"Low tech development"
1996,"Czechia",35,"Low-med tech development"
1996,"Denmark",100,"High-med tech development"
1996,"Estonia",5,"Low-med tech development"
1996,NA,7772,"High tech development"
1996,"Spain",328,"High tech development"
1996,"Finland",161,"High-med tech development"
1996,"Georgia",1,"Low tech development"
1996,"Greece",50,"Low-med tech development"
1996,"Hong Kong SAR China",252,"High tech development"
1996,"Hungary",75,"High-med tech development"
1996,"Indonesia",4,"Low tech development"
1996,"Ireland",30,"Low-med tech development"
1996,"Israel",152,"High-med tech development"
1996,"Iceland",1,"Low tech development"
1996,"Italy",229,"High-med tech development"
1996,"Japan",8609,"High tech development"
1996,"South Korea",6307,"High tech development"
1996,"Lithuania",4,"Low-med tech development"
1996,"Luxembourg",2,"Low tech development"
1996,"Latvia",9,"Low-med tech development"
1996,"Moldova",1,"Low tech development"
1996,"Malaysia",68,"High-med tech development"
1996,"Netherlands",153,"High-med tech development"
1996,"Norway",192,"High-med tech development"
1996,"New Zealand",32,"Low-med tech development"
1996,"Peru",2,"Low tech development"
1996,"Philippines",2,"Low tech development"
1996,"Poland",64,"High-med tech development"
1996,"Portugal",5,"Low-med tech development"
1996,"Russia",57,"High-med tech development"
1996,"Sweden",206,"High-med tech development"
1996,"Singapore",23,"Low-med tech development"
1996,"Slovenia",2,"Low tech development"
1996,"Slovakia",13,"Low-med tech development"
1996,"Tunisia",1,"Low tech development"
1996,"Turkey",9,"Low-med tech development"
1996,"Taiwan",441,"High tech development"
1996,"United States",10145,"High tech development"
1996,"Uruguay",1,"Low tech development"
1996,"Vietnam",1,"Low tech development"
1996,NA,2289,"High tech development"
1996,NA,1,"Low tech development"
1996,"South Africa",83,"High-med tech development"
1997,NA,4,"Low tech development"
1997,"Argentina",21,"Low-med tech development"
1997,"Austria",475,"High tech development"
1997,"Australia",1614,"High tech development"
1997,"Belgium",19,"Low-med tech development"
1997,"Bulgaria",7,"Low-med tech development"
1997,"Brazil",185,"High-med tech development"
1997,"Canada",1287,"High tech development"
1997,"Switzerland",13,"Low-med tech development"
1997,"China",1544,"High tech development"
1997,"Colombia",8,"Low-med tech development"
1997,"Czechia",66,"High-med tech development"
1997,"Denmark",81,"High-med tech development"
1997,NA,4,"Low tech development"
1997,"Estonia",2,"Low tech development"
1997,NA,8135,"High tech development"
1997,"Spain",345,"High tech development"
1997,"Finland",174,"High-med tech development"
1997,"Greece",45,"Low-med tech development"
1997,"Hong Kong SAR China",114,"High-med tech development"
1997,"Croatia",5,"Low tech development"
1997,"Hungary",57,"High-med tech development"
1997,"Indonesia",44,"Low-med tech development"
1997,"Ireland",32,"Low-med tech development"
1997,"Israel",89,"High-med tech development"
1997,"Iceland",4,"Low tech development"
1997,"Italy",247,"High-med tech development"
1997,"Japan",8650,"High tech development"
1997,"South Korea",8275,"High tech development"
1997,"Lithuania",2,"Low tech development"
1997,"Latvia",3,"Low tech development"
1997,"Moldova",1,"Low tech development"
1997,"Mexico",190,"High-med tech development"
1997,"Malaysia",40,"Low-med tech development"
1997,"Netherlands",221,"High-med tech development"
1997,"Norway",245,"High-med tech development"
1997,"New Zealand",53,"Low-med tech development"
1997,"Peru",1,"Low tech development"
1997,"Philippines",10,"Low-med tech development"
1997,"Poland",77,"High-med tech development"
1997,"Portugal",2,"Low tech development"
1997,"Russia",56,"Low-med tech development"
1997,"Sweden",244,"High-med tech development"
1997,"Singapore",304,"High tech development"
1997,"Slovenia",6,"Low-med tech development"
1997,"Slovakia",19,"Low-med tech development"
1997,"Turkey",5,"Low tech development"
1997,"Taiwan",721,"High tech development"
1997,"Ukraine",1,"Low tech development"
1997,"United States",10598,"High tech development"
1997,"Uruguay",2,"Low tech development"
1997,"Vietnam",1,"Low tech development"
1997,NA,2964,"High tech development"
1997,"South Africa",65,"High-med tech development"
1998,NA,4,"Low tech development"
1998,"Argentina",32,"Low-med tech development"
1998,"Austria",510,"High tech development"
1998,"Australia",2483,"High tech development"
1998,"Belgium",12,"Low-med tech development"
1998,"Bulgaria",12,"Low-med tech development"
1998,"Brazil",161,"High-med tech development"
1998,"Canada",1682,"High tech development"
1998,"Switzerland",12,"Low-med tech development"
1998,"China",1785,"High tech development"
1998,"Colombia",6,"Low-med tech development"
1998,"Costa Rica",1,"Low tech development"
1998,NA,1,"Low tech development"
1998,"Czechia",74,"High-med tech development"
1998,"Denmark",72,"High-med tech development"
1998,NA,14,"Low-med tech development"
1998,"Estonia",7,"Low-med tech development"
1998,"Egypt",1,"Low tech development"
1998,NA,9238,"High tech development"
1998,"Spain",357,"High tech development"
1998,"Finland",131,"High-med tech development"
1998,"Greece",45,"Low-med tech development"
1998,"Hong Kong SAR China",289,"High tech development"
1998,"Croatia",1,"Low tech development"
1998,"Hungary",65,"High-med tech development"
1998,"Indonesia",87,"High-med tech development"
1998,"Ireland",40,"Low-med tech development"
1998,"Israel",163,"High-med tech development"
1998,"Iceland",5,"Low-med tech development"
1998,"Italy",244,"High tech development"
1998,"Japan",10527,"High tech development"
1998,"South Korea",12516,"High tech development"
1998,"Lithuania",1,"Low tech development"
1998,"Luxembourg",1,"Low tech development"
1998,"Latvia",2,"Low tech development"
1998,"Morocco",1,"Low tech development"
1998,"Moldova",1,"Low tech development"
1998,"Mexico",214,"High-med tech development"
1998,"Malaysia",29,"Low-med tech development"
1998,"Netherlands",221,"High-med tech development"
1998,"Norway",223,"High-med tech development"
1998,"New Zealand",58,"High-med tech development"
1998,"Peru",3,"Low tech development"
1998,"Philippines",8,"Low-med tech development"
1998,"Poland",87,"High-med tech development"
1998,"Portugal",16,"Low-med tech development"
1998,"Romania",2,"Low tech development"
1998,"Russia",80,"High-med tech development"
1998,"Sweden",214,"High-med tech development"
1998,"Singapore",606,"High tech development"
1998,"Slovenia",3,"Low tech development"
1998,"Slovakia",16,"Low-med tech development"
1998,"Tajikistan",1,"Low tech development"
1998,"Turkey",24,"Low-med tech development"
1998,"Taiwan",667,"High tech development"
1998,"United States",15987,"High tech development"
1998,"Uruguay",3,"Low tech development"
1998,NA,3808,"High tech development"
1998,"South Africa",86,"High-med tech development"
1999,NA,4,"Low tech development"
1999,"Argentina",35,"Low-med tech development"
1999,"Austria",560,"High tech development"
1999,"Australia",2866,"High tech development"
1999,"Belgium",33,"Low-med tech development"
1999,"Bulgaria",5,"Low-med tech development"
1999,"Brazil",378,"High tech development"
1999,"Canada",2254,"High tech development"
1999,"Switzerland",16,"Low-med tech development"
1999,"China",2034,"High tech development"
1999,"Colombia",14,"Low-med tech development"
1999,"Cuba",1,"Low tech development"
1999,"Czechia",78,"High-med tech development"
1999,"Denmark",155,"High-med tech development"
1999,NA,22,"Low-med tech development"
1999,"Estonia",6,"Low-med tech development"
1999,"Egypt",2,"Low tech development"
1999,NA,9862,"High tech development"
1999,"Spain",414,"High tech development"
1999,"Finland",131,"High-med tech development"
1999,"Georgia",4,"Low tech development"
1999,"Greece",42,"Low-med tech development"
1999,"Hong Kong SAR China",683,"High tech development"
1999,"Hungary",141,"High-med tech development"
1999,"Indonesia",86,"High-med tech development"
1999,"Ireland",49,"High-med tech development"
1999,"Israel",188,"High-med tech development"
1999,"India",1,"Low tech development"
1999,"Iceland",7,"Low-med tech development"
1999,"Italy",258,"High-med tech development"
1999,"Japan",10071,"High tech development"
1999,"South Korea",16305,"High tech development"
1999,"Luxembourg",3,"Low tech development"
1999,"Latvia",2,"Low tech development"
1999,"Monaco",1,"Low tech development"
1999,"Moldova",3,"Low tech development"
1999,"Malaysia",30,"Low-med tech development"
1999,"Netherlands",184,"High-med tech development"
1999,"Norway",249,"High-med tech development"
1999,"New Zealand",65,"High-med tech development"
1999,"Panama",1,"Low tech development"
1999,"Peru",9,"Low-med tech development"
1999,"Philippines",1,"Low tech development"
1999,"Poland",74,"High-med tech development"
1999,"Portugal",13,"Low-med tech development"
1999,"Romania",1,"Low tech development"
1999,"Russia",90,"High-med tech development"
1999,"Sweden",326,"High tech development"
1999,"Singapore",208,"High-med tech development"
1999,"Slovenia",7,"Low-med tech development"
1999,"Slovakia",17,"Low-med tech development"
1999,"Turkey",15,"Low-med tech development"
1999,"Taiwan",963,"High tech development"
1999,"Ukraine",2,"Low tech development"
1999,"United States",16348,"High tech development"
1999,"Uruguay",1,"Low tech development"
1999,NA,4967,"High tech development"
1999,NA,3,"Low tech development"
1999,"South Africa",67,"High-med tech development"
2000,NA,7,"Low tech development"
2000,"Argentina",63,"High-med tech development"
2000,"Austria",451,"High tech development"
2000,"Australia",4409,"High tech development"
2000,"Belgium",23,"Low-med tech development"
2000,"Bulgaria",11,"Low-med tech development"
2000,"Brazil",513,"High tech development"
2000,"Canada",2495,"High tech development"
2000,"Switzerland",20,"Low-med tech development"
2000,"China",1991,"High tech development"
2000,"Colombia",9,"Low-med tech development"
2000,"Cuba",1,"Low tech development"
2000,"Czechia",52,"Low-med tech development"
2000,"Denmark",132,"High-med tech development"
2000,NA,26,"Low-med tech development"
2000,"Estonia",23,"Low-med tech development"
2000,NA,10854,"High tech development"
2000,"Spain",354,"High tech development"
2000,"Finland",160,"High-med tech development"
2000,"Georgia",4,"Low tech development"
2000,"Greece",74,"High-med tech development"
2000,"Hong Kong SAR China",308,"High-med tech development"
2000,"Croatia",3,"Low tech development"
2000,"Hungary",139,"High-med tech development"
2000,"Indonesia",111,"High-med tech development"
2000,"Ireland",36,"Low-med tech development"
2000,"Israel",164,"High-med tech development"
2000,"India",1,"Low tech development"
2000,"Iceland",6,"Low tech development"
2000,"Italy",332,"High-med tech development"
2000,"Japan",10225,"High tech development"
2000,"South Korea",16099,"High tech development"
2000,"Lithuania",1,"Low tech development"
2000,"Luxembourg",1,"Low tech development"
2000,"Latvia",3,"Low tech development"
2000,"Morocco",3,"Low tech development"
2000,"Moldova",1,"Low tech development"
2000,"Malaysia",20,"Low-med tech development"
2000,"Netherlands",140,"High-med tech development"
2000,"Norway",319,"High-med tech development"
2000,"New Zealand",68,"High-med tech development"
2000,"Peru",11,"Low-med tech development"
2000,"Poland",120,"High-med tech development"
2000,"Portugal",62,"Low-med tech development"
2000,"Romania",2,"Low tech development"
2000,"Russia",107,"High-med tech development"
2000,"Sweden",385,"High tech development"
2000,"Singapore",309,"High-med tech development"
2000,"Slovenia",7,"Low tech development"
2000,"Slovakia",36,"Low-med tech development"
2000,"Turkey",58,"Low-med tech development"
2000,"Taiwan",1377,"High tech development"
2000,"Ukraine",9,"Low-med tech development"
2000,"United States",16223,"High tech development"
2000,"Uruguay",3,"Low tech development"
2000,NA,7169,"High tech development"
2000,NA,2,"Low tech development"
2000,"South Africa",48,"Low-med tech development"
2001,NA,6,"Low-med tech development"
2001,"Argentina",87,"High-med tech development"
2001,"Austria",546,"High tech development"
2001,"Australia",8356,"High tech development"
2001,"Belgium",28,"Low-med tech development"
2001,"Bulgaria",17,"Low-med tech development"
2001,"Brazil",422,"High tech development"
2001,"Canada",3026,"High tech development"
2001,"Switzerland",35,"Low-med tech development"
2001,"China",2897,"High tech development"
2001,"Colombia",1,"Low tech development"
2001,"Czechia",87,"High-med tech development"
2001,"Denmark",88,"High-med tech development"
2001,"Algeria",2,"Low tech development"
2001,NA,62,"Low-med tech development"
2001,"Estonia",24,"Low-med tech development"
2001,"Egypt",2,"Low tech development"
2001,NA,11580,"High tech development"
2001,"Spain",301,"High-med tech development"
2001,"Finland",183,"High-med tech development"
2001,"Georgia",1,"Low tech development"
2001,"Greece",40,"Low-med tech development"
2001,"Hong Kong SAR China",307,"High-med tech development"
2001,"Croatia",4,"Low tech development"
2001,"Hungary",161,"High-med tech development"
2001,"Indonesia",191,"High-med tech development"
2001,"Ireland",39,"Low-med tech development"
2001,"Israel",538,"High tech development"
2001,"India",5,"Low-med tech development"
2001,"Iceland",10,"Low-med tech development"
2001,"Italy",313,"High tech development"
2001,"Japan",11799,"High tech development"
2001,"South Korea",16487,"High tech development"
2001,"Lithuania",5,"Low-med tech development"
2001,"Luxembourg",1,"Low tech development"
2001,"Latvia",3,"Low tech development"
2001,"Morocco",2,"Low tech development"
2001,"Moldova",1,"Low tech development"
2001,"Malaysia",117,"High-med tech development"
2001,"Netherlands",182,"High-med tech development"
2001,"Norway",293,"High-med tech development"
2001,"New Zealand",71,"High-med tech development"
2001,NA,1,"Low tech development"
2001,"Panama",1,"Low tech development"
2001,"Peru",7,"Low-med tech development"
2001,"Poland",134,"High-med tech development"
2001,"Portugal",48,"Low-med tech development"
2001,"Romania",1,"Low tech development"
2001,"Russia",73,"High-med tech development"
2001,"Sweden",410,"High tech development"
2001,"Singapore",196,"High-med tech development"
2001,"Slovenia",4,"Low tech development"
2001,"Slovakia",11,"Low-med tech development"
2001,"Tunisia",2,"Low tech development"
2001,"Turkey",53,"Low-med tech development"
2001,"Taiwan",2217,"High tech development"
2001,"Ukraine",23,"Low-med tech development"
2001,"United States",24120,"High tech development"
2001,"Uruguay",2,"Low tech development"
2001,NA,11622,"High tech development"
2001,NA,2,"Low tech development"
2001,"South Africa",69,"High-med tech development"
2002,NA,8,"Low-med tech development"
2002,"Argentina",99,"High-med tech development"
2002,"Austria",781,"High tech development"
2002,"Australia",5965,"High tech development"
2002,"Belgium",30,"Low-med tech development"
2002,"Bulgaria",14,"Low-med tech development"
2002,"Brazil",476,"High tech development"
2002,"Canada",2690,"High tech development"
2002,"Switzerland",13,"Low-med tech development"
2002,"China",3889,"High tech development"
2002,"Colombia",5,"Low-med tech development"
2002,"Cuba",1,"Low tech development"
2002,"Czechia",134,"High-med tech development"
2002,"Denmark",155,"High-med tech development"
2002,"Algeria",1,"Low tech development"
2002,NA,60,"High-med tech development"
2002,"Ecuador",2,"Low tech development"
2002,"Estonia",36,"Low-med tech development"
2002,"Egypt",6,"Low-med tech development"
2002,NA,13526,"High tech development"
2002,"Spain",459,"High tech development"
2002,"Finland",212,"High-med tech development"
2002,"Greece",10,"Low-med tech development"
2002,"Guatemala",1,"Low tech development"
2002,"Hong Kong SAR China",634,"High tech development"
2002,"Honduras",1,"Low tech development"
2002,"Croatia",3,"Low tech development"
2002,"Hungary",256,"High-med tech development"
2002,"Indonesia",2,"Low tech development"
2002,"Ireland",48,"High-med tech development"
2002,"Israel",623,"High tech development"
2002,"India",8,"Low-med tech development"
2002,"Iceland",4,"Low tech development"
2002,"Italy",335,"High tech development"
2002,"Jordan",1,"Low tech development"
2002,"Japan",13320,"High tech development"
2002,"South Korea",14737,"High tech development"
2002,"Lithuania",6,"Low-med tech development"
2002,"Luxembourg",1,"Low tech development"
2002,"Latvia",4,"Low tech development"
2002,"Morocco",4,"Low tech development"
2002,"Monaco",1,"Low tech development"
2002,"Moldova",1,"Low tech development"
2002,"Mexico",305,"High-med tech development"
2002,"Malaysia",119,"High-med tech development"
2002,"Netherlands",192,"High-med tech development"
2002,"Norway",327,"High-med tech development"
2002,"New Zealand",80,"High-med tech development"
2002,NA,5,"Low-med tech development"
2002,"Panama",3,"Low tech development"
2002,"Peru",9,"Low-med tech development"
2002,"Poland",121,"High-med tech development"
2002,"Portugal",112,"High-med tech development"
2002,"Romania",3,"Low tech development"
2002,"Russia",146,"High-med tech development"
2002,"Sweden",397,"High tech development"
2002,"Singapore",305,"High-med tech development"
2002,"Slovenia",8,"Low-med tech development"
2002,"Slovakia",24,"Low-med tech development"
2002,"San Marino",2,"Low tech development"
2002,"Turkey",44,"Low-med tech development"
2002,"Taiwan",2154,"High tech development"
2002,"Ukraine",34,"Low-med tech development"
2002,"United States",44994,"High tech development"
2002,"Uruguay",2,"Low tech development"
2002,NA,14354,"High tech development"
2002,NA,6,"Low-med tech development"
2002,"South Africa",88,"High-med tech development"
2003,NA,2,"Low tech development"
2003,"Argentina",119,"High-med tech development"
2003,"Austria",1078,"High tech development"
2003,"Australia",6952,"High tech development"
2003,"Belgium",23,"Low-med tech development"
2003,"Bulgaria",9,"Low-med tech development"
2003,"Brazil",320,"High-med tech development"
2003,"Canada",2668,"High tech development"
2003,"Switzerland",18,"Low-med tech development"
2003,"China",6232,"High tech development"
2003,"Colombia",17,"Low-med tech development"
2003,"Costa Rica",1,"Low tech development"
2003,"Cuba",1,"Low tech development"
2003,"Czechia",58,"Low-med tech development"
2003,"Denmark",140,"High-med tech development"
2003,"Algeria",1,"Low tech development"
2003,NA,83,"High-med tech development"
2003,"Ecuador",4,"Low tech development"
2003,"Estonia",10,"Low-med tech development"
2003,"Egypt",7,"Low-med tech development"
2003,NA,15111,"High tech development"
2003,"Spain",525,"High tech development"
2003,"Finland",205,"High-med tech development"
2003,"Georgia",2,"Low tech development"
2003,"Greece",3,"Low tech development"
2003,"Guatemala",1,"Low tech development"
2003,"Hong Kong SAR China",647,"High tech development"
2003,"Croatia",5,"Low-med tech development"
2003,"Hungary",187,"High-med tech development"
2003,"Ireland",23,"Low-med tech development"
2003,"Israel",375,"High tech development"
2003,"India",44,"Low-med tech development"
2003,"Iceland",6,"Low-med tech development"
2003,"Italy",287,"High-med tech development"
2003,"Jordan",1,"Low tech development"
2003,"Japan",12863,"High tech development"
2003,"South Korea",14744,"High tech development"
2003,"Lithuania",2,"Low tech development"
2003,"Luxembourg",4,"Low tech development"
2003,"Latvia",1,"Low tech development"
2003,"Morocco",7,"Low-med tech development"
2003,"Moldova",1,"Low tech development"
2003,"Mexico",350,"High tech development"
2003,"Malaysia",111,"High-med tech development"
2003,"Netherlands",164,"High-med tech development"
2003,"Norway",295,"High-med tech development"
2003,"New Zealand",141,"High-med tech development"
2003,NA,1,"Low tech development"
2003,"Panama",1,"Low tech development"
2003,"Peru",14,"Low-med tech development"
2003,"Poland",82,"High-med tech development"
2003,"Portugal",84,"High-med tech development"
2003,"Romania",2,"Low tech development"
2003,"Russia",179,"High-med tech development"
2003,"Sweden",362,"High tech development"
2003,"Singapore",319,"High-med tech development"
2003,"Slovenia",4,"Low-med tech development"
2003,"Slovakia",14,"Low-med tech development"
2003,"Turkey",6,"Low-med tech development"
2003,"Taiwan",3543,"High tech development"
2003,"Ukraine",58,"High-med tech development"
2003,"United States",50280,"High tech development"
2003,"Uruguay",1,"Low tech development"
2003,NA,14083,"High tech development"
2003,NA,8,"Low-med tech development"
2003,"South Africa",119,"High-med tech development"
2004,NA,5,"Low tech development"
2004,"Argentina",57,"High-med tech development"
2004,"Austria",1040,"High tech development"
2004,"Australia",7403,"High tech development"
2004,"Belgium",30,"Low-med tech development"
2004,"Bulgaria",7,"Low-med tech development"
2004,"Brazil",483,"High tech development"
2004,"Canada",2624,"High tech development"
2004,"Switzerland",18,"Low-med tech development"
2004,"China",8678,"High tech development"
2004,"Colombia",12,"Low-med tech development"
2004,"Costa Rica",2,"Low tech development"
2004,"Czechia",44,"Low-med tech development"
2004,"Denmark",116,"High-med tech development"
2004,"Algeria",5,"Low tech development"
2004,NA,62,"High-med tech development"
2004,"Ecuador",5,"Low tech development"
2004,"Estonia",10,"Low-med tech development"
2004,"Egypt",7,"Low-med tech development"
2004,NA,16730,"High tech development"
2004,"Spain",668,"High tech development"
2004,"Finland",202,"High-med tech development"
2004,"Georgia",1,"Low tech development"
2004,"Greece",6,"Low tech development"
2004,"Guatemala",1,"Low tech development"
2004,"Hong Kong SAR China",389,"High tech development"
2004,"Croatia",12,"Low-med tech development"
2004,"Hungary",97,"High-med tech development"
2004,"Ireland",29,"Low-med tech development"
2004,"Israel",361,"High tech development"
2004,"India",19,"Low-med tech development"
2004,"Iceland",9,"Low-med tech development"
2004,"Italy",197,"High-med tech development"
2004,"Jordan",1,"Low tech development"
2004,"Japan",15240,"High tech development"
2004,"South Korea",15604,"High tech development"
2004,"Luxembourg",1,"Low tech development"
2004,"Morocco",12,"Low-med tech development"
2004,"Montenegro",1,"Low tech development"
2004,"Mexico",688,"High tech development"
2004,"Malaysia",189,"High-med tech development"
2004,"Netherlands",133,"High-med tech development"
2004,"Norway",161,"High-med tech development"
2004,"New Zealand",124,"High-med tech development"
2004,NA,1,"Low tech development"
2004,"Panama",1,"Low tech development"
2004,"Peru",3,"Low tech development"
2004,"Poland",182,"High-med tech development"
2004,"Portugal",88,"High-med tech development"
2004,"Romania",2,"Low tech development"
2004,"Russia",243,"High-med tech development"
2004,"Saudi Arabia",1,"Low tech development"
2004,"Sweden",301,"High-med tech development"
2004,"Singapore",237,"High-med tech development"
2004,"Slovenia",7,"Low-med tech development"
2004,"Slovakia",9,"Low-med tech development"
2004,"Tunisia",3,"Low tech development"
2004,"Turkey",18,"Low-med tech development"
2004,"Taiwan",5274,"High tech development"
2004,"Ukraine",26,"Low-med tech development"
2004,"United States",55302,"High tech development"
2004,"Uruguay",1,"Low tech development"
2004,NA,14532,"High tech development"
2004,NA,11,"Low-med tech development"
2004,"South Africa",133,"High-med tech development"
2005,NA,4,"Low tech development"
2005,"Argentina",115,"High-med tech development"
2005,"Austria",1052,"High tech development"
2005,"Australia",1868,"High tech development"
2005,"Belgium",33,"Low-med tech development"
2005,"Bulgaria",3,"Low tech development"
2005,"Brazil",558,"High tech development"
2005,"Canada",2883,"High tech development"
2005,"Switzerland",23,"Low-med tech development"
2005,"Chile",6,"Low-med tech development"
2005,"China",11357,"High tech development"
2005,"Colombia",10,"Low-med tech development"
2005,"Costa Rica",2,"Low tech development"
2005,"Cuba",2,"Low tech development"
2005,"Czechia",37,"Low-med tech development"
2005,"Denmark",88,"High-med tech development"
2005,NA,79,"High-med tech development"
2005,"Ecuador",4,"Low tech development"
2005,"Estonia",4,"Low-med tech development"
2005,"Egypt",5,"Low-med tech development"
2005,NA,15823,"High tech development"
2005,"Spain",606,"High tech development"
2005,"Finland",179,"High-med tech development"
2005,"Georgia",2,"Low tech development"
2005,"Greece",7,"Low-med tech development"
2005,"Hong Kong SAR China",600,"High tech development"
2005,"Croatia",20,"Low-med tech development"
2005,"Hungary",93,"High-med tech development"
2005,"Ireland",21,"Low-med tech development"
2005,"Israel",242,"High-med tech development"
2005,"India",1,"Low tech development"
2005,"Iceland",1,"Low tech development"
2005,"Italy",121,"High-med tech development"
2005,"Japan",15711,"High tech development"
2005,"South Korea",18231,"High tech development"
2005,"Lithuania",1,"Low tech development"
2005,"Luxembourg",3,"Low tech development"
2005,"Morocco",6,"Low-med tech development"
2005,"Montenegro",1,"Low tech development"
2005,"Mexico",762,"High tech development"
2005,"Malaysia",192,"High-med tech development"
2005,"Netherlands",154,"High-med tech development"
2005,"Norway",308,"High-med tech development"
2005,"New Zealand",115,"High-med tech development"
2005,NA,2,"Low tech development"
2005,"Panama",3,"Low tech development"
2005,"Peru",8,"Low-med tech development"
2005,"Poland",176,"High-med tech development"
2005,"Portugal",74,"High-med tech development"
2005,"Romania",2,"Low tech development"
2005,"Russia",511,"High tech development"
2005,"Saudi Arabia",2,"Low tech development"
2005,"Sweden",148,"High-med tech development"
2005,"Singapore",492,"High-med tech development"
2005,"Slovenia",6,"Low-med tech development"
2005,"Slovakia",7,"Low-med tech development"
2005,"Tunisia",1,"Low tech development"
2005,"Turkey",8,"Low-med tech development"
2005,"Taiwan",6082,"High tech development"
2005,"Ukraine",20,"Low-med tech development"
2005,"United States",59494,"High tech development"
2005,"Uruguay",2,"Low tech development"
2005,NA,14655,"High tech development"
2005,NA,4,"Low-med tech development"
2005,"South Africa",151,"High-med tech development"
2006,NA,7,"Low-med tech development"
2006,"Argentina",60,"High-med tech development"
