period,reporterDesc,totexports_fobvalue,import_count_tech_cap,export_count_tech_cap,import_count_tech_cap_china,export_count_tech_cap_china,import_count_tech_cap_usa,export_count_tech_cap_usa,most_frequent_imp_partner,most_frequent_exp_partner,Region,IDIT,IDIT_China,IDIT_USA
2011,Kiribati,0,1406,0,185,0,37,0,Fiji,NA,Micronesia,100,100,100
2011,Kuwait,4772214897,11544,3996,629,37,592,37,China,Saudi Arabia,Western Asia,65.38461538461539,94.11764705882352,93.75
2011,Kyrgyzstan,1100566591,7289,1739,666,185,407,0,China,Kazakhstan,Central Asia,76.14213197969542,72.22222222222221,100
2011,Lao People's Dem. Rep.,11728260,3145,222,666,0,185,0,China,Thailand,South-Eastern Asia,92.94117647058823,100,100
2011,Latvia,5285128100,12025,8991,407,74,481,74,Germany,Russian Federation,Northern Europe,25.23076923076923,81.81818181818183,84.61538461538461
2011,Lebanon,502973560,10693,9028,555,0,629,74,France,United Arab Emirates,Western Asia,15.570934256055363,100,88.23529411764706
2011,Lesotho,117279880.278,814,444,37,0,0,0,South Africa,South Africa,Southern Africa,45.45454545454545,100,NA
2011,Lithuania,20774763700,14356,11840,407,74,407,222,Germany,Russian Federation,Northern Europe,17.525773195876287,81.81818181818183,45.45454545454545
2011,Luxembourg,4927148623,9953,7289,296,74,407,74,Germany,Belgium,Western Europe,26.765799256505574,75,81.81818181818183
2011,Madagascar,420732121.17,7659,2183,703,148,444,37,China,Comoros,Eastern Africa,71.49758454106279,78.94736842105263,91.66666666666666
2011,Malawi,569675022.288,8177,2442,629,0,333,74,China,South Africa,Eastern Africa,70.13574660633483,100,77.77777777777779
2011,Malaysia,19411850200,15873,18944,666,444,666,444,Japan,Singapore,South-Eastern Asia,-19.34731934731935,33.33333333333333,33.33333333333333
2011,Maldives,0,5106,0,481,0,148,0,China,NA,Southern Asia,100,100,100
2011,Mali,499488900,7141,2405,481,185,444,185,France,France,Western Africa,66.32124352331607,61.53846153846154,58.333333333333336
2011,Malta,327628821,5328,888,518,0,296,37,China,Libya,Southern Europe,83.33333333333334,100,87.5
2011,Mauritania,0,6031,0,370,0,296,0,France,NA,Western Africa,100,100,100
2011,Mauritius,72235396,8547,2035,666,37,407,0,China,France,Eastern Africa,76.19047619047619,94.44444444444444,100
2011,Mexico,699998291047,21201,17353,666,259,703,703,Canada,USA,Central America,18.1500872600349,61.111111111111114,0
2011,Montenegro,153455428,8621,1850,370,0,333,0,Serbia,Serbia,Southern Europe,78.54077253218884,100,100
2011,Montserrat,0,851,0,0,0,444,0,USA,NA,Caribbean,100,NA,100
2011,Morocco,2927694264,12469,4551,592,0,629,0,Spain,Mauritania,Northern Africa,63.50148367952523,100,100
2011,Mozambique,651977000,11803,1924,629,111,333,37,South Africa,South Africa,Eastern Africa,83.69905956112854,82.35294117647058,88.88888888888889
2011,Myanmar,10207486,5661,148,592,37,333,0,China,India,South-Eastern Asia,97.38562091503267,93.75,100
2011,Namibia,2824047200,6956,4070,666,148,259,37,South Africa,South Africa,Southern Africa,41.48936170212766,77.77777777777779,85.71428571428571
2011,Nepal,31704227,4921,296,666,37,333,0,China,India,Southern Asia,93.98496240601504,94.44444444444444,100
2011,Netherlands,539884399655.409,27861,67229,629,629,703,703,Germany,Germany,Western Europe,-141.3014608233732,0,0
2011,New Caledonia,59791186,7807,1036,407,0,444,37,France,Wallis and Futuna Isds,Melanesia,86.7298578199052,100,91.66666666666666
2011,New Zealand,11060732504.469,16465,19684,666,370,703,444,Australia,Australia,Australia and New Zealand,-19.550561797752806,44.44444444444444,36.84210526315789
2011,Nicaragua,104392207,9768,2368,592,0,592,185,China,Costa Rica,Central America,75.75757575757575,100,68.75
2011,Niger,913409010,4181,1110,592,74,370,111,China,France,Western Africa,73.45132743362832,87.5,70
2011,Nigeria,747551034,18426,2146,666,222,666,111,China,United Arab Emirates,Western Africa,88.35341365461848,66.66666666666666,83.33333333333334
2011,North Macedonia,323773495,10730,3626,555,0,333,37,Germany,Serbia,Southern Europe,66.20689655172414,100,88.88888888888889
2011,Norway,28195170051,19943,21349,629,185,629,407,Germany,Denmark,Northern Europe,-7.050092764378478,70.58823529411765,35.294117647058826
2011,Oman,435775973,12469,1591,518,37,629,111,United Arab Emirates,United Arab Emirates,Western Asia,87.24035608308606,92.85714285714286,82.35294117647058
2011,Pakistan,1795571890,13209,8103,666,185,518,296,China,United Arab Emirates,Southern Asia,38.655462184873954,72.22222222222221,42.857142857142854
2011,Palau,0,1998,0,148,0,444,0,USA,NA,Micronesia,100,100,100
2011,Panama,922977543,12062,8732,629,0,666,222,USA,"Areas, nes",Central America,27.607361963190186,100,66.66666666666666
2011,Papua New Guinea,749038212,10471,1332,666,148,555,0,Australia,Australia,Melanesia,87.27915194346289,77.77777777777779,100
2011,Paraguay,387413717,9213,851,518,0,481,74,Brazil,Bolivia (Plurinational State of),South America,90.76305220883533,100,84.61538461538461
2011,Peru,1173332971.78,15355,4662,666,0,703,333,USA,Ecuador,South America,69.63855421686746,100,52.63157894736842
2011,Philippines,378498530,13468,2331,666,0,666,74,China,Japan,South-Eastern Asia,82.6923076923077,100,88.88888888888889
2011,Poland,148220318202,22015,34299,629,444,703,370,Germany,Russian Federation,Eastern Europe,-55.79831932773109,29.411764705882355,47.368421052631575
2011,Portugal,41279731466,13246,20609,518,74,555,333,Spain,Angola,Southern Europe,-55.58659217877096,85.71428571428571,40
2011,Rep. of Korea,338165433729,15355,41033,629,666,629,629,Japan,China,Eastern Asia,-167.22891566265062,-5.88235294117647,0
2011,Rep. of Moldova,650378822,10804,3034,407,0,444,0,Germany,Romania,Eastern Europe,71.91780821917808,100,100
2011,Romania,22361863234,18796,15688,592,222,592,222,Italy,Hungary,Eastern Europe,16.535433070866144,62.5,62.5
2011,Russian Federation,25689790827,22422,16872,666,296,703,222,Germany,Ukraine,Eastern Europe,24.752475247524753,55.55555555555556,68.42105263157895
2011,Rwanda,94365618.736,8547,962,666,0,370,0,China,Dem. Rep. of the Congo,Eastern Africa,88.74458874458875,100,100
2011,Saint Kitts and Nevis,1140155,1295,111,37,0,555,37,USA,Barbados,Caribbean,91.42857142857143,100,93.33333333333333
2011,Saint Lucia,63129437,2405,962,185,37,518,222,USA,USA,Caribbean,60,80,57.14285714285714
2011,Saint Vincent and the Grenadines,16379123,2405,444,259,0,518,37,USA,Grenada,Caribbean,81.53846153846153,100,92.85714285714286
2011,Samoa,6571570,2035,333,407,0,185,0,New Zealand,New Zealand,Polynesia,83.63636363636363,100,100
2011,Sao Tome and Principe,0,1406,0,74,0,111,0,Portugal,NA,Middle Africa,100,100,100
2011,Saudi Arabia,18415830476,17316,6956,666,111,703,222,France,Qatar,Western Asia,59.82905982905983,83.33333333333334,68.42105263157895
2011,Senegal,968947823,9842,3219,629,0,481,37,China,Mali,Western Africa,67.29323308270678,100,92.3076923076923
2011,Serbia,2493152019,15244,9435,555,111,481,148,Italy,Bosnia Herzegovina,Southern Europe,38.10679611650485,80,69.23076923076923
2011,Seychelles,360707366.047,5772,407,407,37,111,37,South Africa,United Arab Emirates,Eastern Africa,92.94871794871796,90.9090909090909,66.66666666666666
2011,Singapore,83490253755.158,19277,24605,703,629,629,555,China,Indonesia,South-Eastern Asia,-27.63915547024952,10.526315789473683,11.76470588235294
2011,Slovakia,29759171605.249,14837,14171,592,185,518,259,"Other Europe, nes",Czechia,Eastern Europe,4.488778054862843,68.75,50
2011,Slovenia,9914014543,14171,15429,444,148,407,222,"Other Europe, nes",Croatia,Southern Europe,-8.87728459530026,66.66666666666666,45.45454545454545
2011,Solomon Isds,16760633.441,4292,148,444,0,185,37,Australia,Australia,Melanesia,96.55172413793103,100,80
2011,South Africa,109568320318.276,26159,30821,666,296,703,555,USA,Botswana,Southern Africa,-17.82178217821782,55.55555555555556,21.052631578947366
2011,Spain,330237848111.99,22829,57646,629,481,555,592,Belgium,Mexico,Southern Europe,-152.5121555915721,23.52941176470588,-6.666666666666667
2011,Sri Lanka,156589698,13246,2072,666,0,518,74,China,Maldives,Southern Asia,84.35754189944134,100,85.71428571428571
2011,State of Palestine,37360232,3922,407,407,0,222,0,Israel,Israel,Western Asia,89.62264150943396,100,100
2011,Sudan (...2011),6198055,13357,370,666,0,296,0,China,"Areas, nes",Northern Africa,97.229916897506925,100,100
2011,Suriname,232902309,5587,999,407,0,666,185,USA,Netherlands,South America,82.11920529801324,100,72.22222222222221
2011,Sweden,290981869894,19425,45991,666,629,592,592,Norway,Norway,Northern Europe,-136.76190476190476,5.555555555555555,0
2011,Switzerland,61200192842,19647,39738,518,407,629,592,Austria,Germany,Western Europe,-102.25988700564972,21.428571428571427,5.88235294117647
2011,Thailand,254660478865,17168,28564,703,592,666,666,China,USA,South-Eastern Asia,-66.37931034482759,15.789473684210526,0
2011,Togo,605684476.381,5180,1517,407,0,148,37,France,Côte d'Ivoire,Western Africa,70.71428571428572,100,75
2011,Tonga,785806,2849,111,518,0,296,0,New Zealand,"China, Hong Kong SAR",Polynesia,96.1038961038961,100,100
2011,Trinidad and Tobago,89286360.597,5735,2072,481,37,592,296,USA,USA,Caribbean,63.87096774193548,92.3076923076923,50
2011,Tunisia,1321992499,11174,4181,481,0,444,74,France,Algeria,Northern Africa,62.58278145695364,100,83.33333333333334
2011,Turks and Caicos Isds,19140100,962,222,0,0,629,148,USA,USA,Caribbean,76.92307692307693,NA,76.47058823529412
2011,Türkiye,185982212656,18204,47323,666,259,666,518,Germany,Georgia,Western Asia,-159.95934959349594,61.111111111111114,22.22222222222222
2011,USA,1630180259706,28416,83583,703,703,0,0,Canada,Argentina,Northern America,-194.140625,0,NA
2011,Uganda,1544443862,13283,3700,666,0,555,111,China,Dem. Rep. of the Congo,Eastern Africa,72.14484679665738,100,80
2011,Ukraine,16706158267,18759,13098,666,111,592,185,China,Russian Federation,Eastern Europe,30.17751479289941,83.33333333333334,68.75
2011,United Arab Emirates,58886401061,18722,23162,481,222,481,222,"Areas, nes",Iran,Western Asia,-23.715415019762844,53.84615384615385,53.84615384615385
2011,United Kingdom,471187389211,25826,73297,703,629,703,703,China,Canada,Northern Europe,-183.810888252149,10.526315789473683,0
2011,United Rep. of Tanzania,1431266153,17723,4181,666,111,592,37,China,Kenya,Eastern Africa,76.40918580375782,83.33333333333334,93.75
2011,Uruguay,5703299621,10989,2183,592,37,592,111,China,Argentina,South America,80.13468013468014,93.75,81.25
2011,Vanuatu,21401614,3663,259,444,0,333,0,Australia,Fiji,Melanesia,92.92929292929293,100,100
2011,Venezuela,255918862,14467,1665,666,0,703,185,USA,Colombia,South America,88.49104859335038,100,73.68421052631578
2011,Viet Nam,3504055585,14245,9176,666,222,666,296,Japan,Cambodia,South-Eastern Asia,35.58441558441559,66.66666666666666,55.55555555555556
2011,Yemen,167303529,6808,1406,481,148,407,185,China,USA,Western Asia,79.34782608695652,69.23076923076923,54.54545454545454
2011,Zambia,474322313.408,12654,2479,703,0,481,37,China,Dem. Rep. of the Congo,Eastern Africa,80.4093567251462,100,92.3076923076923
2011,Zimbabwe,468141941.3,9694,2146,666,0,481,0,South Africa,Zambia,Eastern Africa,77.86259541984732,100,100
2012,Albania,167728437,8658,1813,555,0,333,0,Italy,Serbia,Southern Europe,79.05982905982906,100,100
2012,Algeria,20277221,13875,518,629,0,518,37,France,France,Northern Africa,96.26666666666667,100,92.85714285714286
2012,Andorra,62467294.213,2109,814,148,0,0,0,Spain,Spain,Southern Europe,61.40350877192983,100,NA
2012,Angola,0,15725,0,703,0,629,0,China,NA,Middle Africa,100,100,100
2012,Antigua and Barbuda,16663653,2072,518,296,0,518,111,USA,Guyana,Caribbean,75,100,78.57142857142857
2012,Argentina,153815519178,14245,12432,592,111,666,407,USA,Uruguay,South America,12.727272727272727,81.25,38.88888888888889
2012,Armenia,33842975,8214,925,481,0,407,37,China,Russian Federation,Western Asia,88.73873873873875,100,90.9090909090909
2012,Aruba,38524252,3404,1147,259,0,629,185,USA,Venezuela,Caribbean,66.30434782608695,100,70.58823529411765
2012,Australia,41919105637,22903,30895,703,666,703,666,China,Indonesia,Australia and New Zealand,-34.894991922455574,5.263157894736842,5.263157894736842
2012,Austria,216649160862,22422,44955,592,555,555,666,Germany,Germany,Western Europe,-100.4950495049505,6.25,-20
2012,Azerbaijan,203226866,9842,1739,444,37,481,37,Türkiye,Russian Federation,Western Asia,82.33082706766918,91.66666666666666,92.3076923076923
2012,Bahamas,293017282,2442,999,74,0,703,592,USA,USA,Caribbean,59.09090909090909,100,15.789473684210526
2012,Bahrain,2819522618,9990,2516,592,74,703,74,USA,Saudi Arabia,Western Asia,74.81481481481481,87.5,89.47368421052632
2012,Bangladesh,38370628,11396,888,703,37,518,0,China,India,Southern Asia,92.20779220779221,94.73684210526315,100
2012,Barbados,22510578,4588,1036,407,0,629,222,USA,USA,Caribbean,77.41935483870968,100,64.70588235294117
2012,Belarus,138081010400,14356,10286,518,185,481,0,Germany,Russian Federation,Eastern Europe,28.350515463917525,64.28571428571429,100
2012,Belgium,313196752482.773,21978,54094,629,555,666,666,Germany,Netherlands,Western Europe,-146.12794612794613,11.76470588235294,0
2012,Belize,62250798,3848,962,407,0,666,222,USA,Guatemala,Central America,75,100,66.66666666666666
2012,Benin,144046698,5439,1258,481,0,259,0,China,Burkina Faso,Western Africa,76.87074829931973,100,100
2012,Bermuda,17242,1924,37,148,0,703,0,USA,Canada,Northern America,98.07692307692307,100,100
2012,Bhutan,0,2738,0,333,0,74,0,India,NA,Southern Asia,100,100,100
2012,Bolivia (Plurinational State of),2275868885.56,12913,2590,666,37,666,148,China,Chile,South America,79.94269340974212,94.44444444444444,77.77777777777779
2012,Bosnia Herzegovina,523580192,13172,5069,444,0,370,0,Germany,Croatia,Southern Europe,61.51685393258427,100,100
2012,Botswana,1646751572.139,4921,3848,629,37,407,74,South Africa,South Africa,Southern Africa,21.804511278195488,94.11764705882352,81.81818181818183
2012,Brazil,240886471882,17760,31561,703,370,703,555,China,Bolivia (Plurinational State of),South America,-77.70833333333333,47.368421052631575,21.052631578947366
2012,Brunei Darussalam,362591823,5772,1184,555,37,370,111,China,Singapore,South-Eastern Asia,79.48717948717949,93.33333333333333,70
2012,Bulgaria,12012312515,16280,14837,592,74,518,222,Germany,Romania,Eastern Europe,8.863636363636363,87.5,57.14285714285714
2012,Burkina Faso,425177323.629,8436,2035,555,0,518,37,China,Côte d'Ivoire,Western Africa,75.87719298245614,100,92.85714285714286
2012,Burundi,149362081,5846,888,592,37,148,0,China,France,Eastern Africa,84.81012658227847,93.75,100
2012,Cabo Verde,193001435,3774,703,259,0,259,37,Portugal,Portugal,Western Africa,81.37254901960785,100,85.71428571428571
2012,Cambodia,309573635,7881,1147,629,74,407,37,China,Viet Nam,South-Eastern Asia,85.44600938967136,88.23529411764706,90.9090909090909
2012,Cameroon,652220941,10989,2590,629,74,518,37,China,Chad,Middle Africa,76.43097643097643,88.23529411764706,92.85714285714286
2012,Canada,198402912671,26640,45843,666,629,703,703,Germany,USA,Northern America,-72.08333333333333,5.555555555555555,0
2012,Central African Rep.,217363826,1554,555,111,0,148,0,France,Cameroon,Middle Africa,64.28571428571429,100,100
2012,Chile,10432899580.891,19129,10286,703,148,703,555,China,Peru,South America,46.22823984526112,78.94736842105263,21.052631578947366
2012,China,776085728409,20498,97384,555,0,703,703,Germany,Bangladesh,Eastern Asia,-375.0902527075812,100,0
2012,"China, Hong Kong SAR",18191547798,8658,10545,629,666,444,333,China,China,Eastern Asia,-21.794871794871796,-5.88235294117647,25
2012,"China, Macao SAR",77969378.241,1924,185,296,74,222,0,China,"China, Hong Kong SAR",Eastern Asia,90.38461538461539,75,100
2012,Colombia,6439696487,16391,6771,666,74,703,370,USA,Ecuador,South America,58.69074492099323,88.88888888888889,47.368421052631575
2012,Comoros,2073135.9370000002,2072,185,296,0,0,0,France,Madagascar,Eastern Africa,91.07142857142857,100,NA
2012,Congo,740020609,7622,2442,629,37,296,37,China,Gabon,Middle Africa,67.96116504854369,94.11764705882352,87.5
2012,Costa Rica,981181096,12284,5069,555,111,629,481,USA,Panama,Central America,58.734939759036145,80,23.52941176470588
2012,Croatia,4713583698,15059,11840,518,37,444,148,Italy,Bosnia Herzegovina,Southern Europe,21.375921375921376,92.85714285714286,66.66666666666666
2012,Cyprus,592322196,7289,2553,518,37,407,37,China,Lebanon,Western Asia,64.9746192893401,92.85714285714286,90.9090909090909
2012,Czechia,64883903814,18870,30414,629,259,592,518,Germany,Germany,Eastern Europe,-61.1764705882353,58.82352941176471,12.5
2012,Côte d'Ivoire,989402102.5419999,12136,1924,592,0,555,0,China,Burkina Faso,Western Africa,84.14634146341463,100,100
2012,Denmark,65810552275,18796,43623,592,592,592,629,Germany,Norway,Northern Europe,-132.08661417322836,0,-6.25
2012,Dominica,5523175,1924,259,148,0,555,37,USA,Antigua and Barbuda,Caribbean,86.53846153846155,100,93.33333333333333
2012,Dominican Rep.,387594721,10767,2368,629,0,703,444,USA,USA,Caribbean,78.00687285223368,100,36.84210526315789
2012,Ecuador,10956132271,14097,3367,703,0,703,74,China,Colombia,South America,76.11548556430446,100,89.47368421052632
2012,Egypt,611538183,16132,4070,666,0,666,37,Germany,Saudi Arabia,Northern Africa,74.77064220183486,100,94.44444444444444
2012,El Salvador,437124566.76,7881,2701,555,0,666,333,USA,Honduras,Central America,65.72769953051643,100,50
2012,Estonia,21542189099,13653,9657,481,74,555,185,Germany,Russian Federation,Northern Europe,29.268292682926827,84.61538461538461,66.66666666666666
2012,Eswatini,257235508.184,2812,1406,333,0,185,0,South Africa,South Africa,Southern Africa,50,100,100
2012,Ethiopia,582053431.266,14282,2553,703,111,629,37,China,Djibouti,Eastern Africa,82.12435233160622,84.21052631578947,94.11764705882352
2012,FS Micronesia,0,2405,0,333,0,481,0,USA,NA,Other,100,100,100
2012,Fiji,20297460,6031,1184,592,0,518,37,New Zealand,Tonga,Melanesia,80.3680981595092,100,92.85714285714286
2012,Finland,109359210062,17279,31487,629,518,592,555,Germany,Russian Federation,Northern Europe,-82.22698072805139,17.647058823529413,6.25
2012,France,536262710194,29082,70559,703,592,703,629,China,Belgium,Western Europe,-142.6208651399491,15.789473684210526,10.526315789473683
2012,French Polynesia,1428052,5069,296,481,0,481,37,France,Australia,Polynesia,94.16058394160584,100,92.3076923076923
2012,Gabon,746357954.9399999,7992,2405,555,0,370,74,China,France,Middle Africa,69.9074074074074,100,80
2012,Gambia,11953069.521,5920,185,481,0,296,0,China,Guinea,Western Africa,96.875,100,100
2012,Georgia,1808567030,12654,2516,518,37,333,74,Türkiye,Armenia,Western Asia,80.11695906432749,92.85714285714286,77.77777777777779
2012,Germany,1519708054536.624,30673,82621,629,703,703,666,Austria,Austria,Western Europe,-169.36067551266586,-11.76470588235294,5.263157894736842
2012,Ghana,1226757348,19055,3478,703,0,629,185,China,Côte d'Ivoire,Western Africa,81.74757281553397,100,70.58823529411765
2012,Greece,6697461501,13616,18796,555,111,555,296,Italy,Albania,Southern Europe,-38.04347826086957,80,46.666666666666664
2012,Greenland,12441356.93,1739,185,74,0,74,0,Denmark,Denmark,Northern America,89.36170212765957,100,100
2012,Grenada,3645291.1709999996,1924,370,259,0,481,37,USA,"Areas, nes",Caribbean,80.76923076923077,100,92.3076923076923
2012,Guatemala,1137836654,12469,3663,629,0,703,259,USA,Honduras,Central America,70.62314540059347,100,63.1578947368421
2012,Guyana,57007972,7104,851,518,0,666,148,USA,Suriname,South America,88.02083333333334,100,77.77777777777779
2012,Honduras,299449991,10397,2516,629,111,703,481,USA,USA,Central America,75.80071174377224,82.35294117647058,31.57894736842105
2012,Hungary,34826500897,13727,16761,518,111,481,296,Austria,Germany,Eastern Europe,-22.10242587601078,78.57142857142857,38.46153846153847
2012,Iceland,1482131052,9990,4773,481,74,481,74,Denmark,Denmark,Northern Europe,52.22222222222223,84.61538461538461,84.61538461538461
2012,India,98797441884,22940,51467,703,555,703,592,China,Nigeria,Southern Asia,-124.35483870967742,21.052631578947366,15.789473684210526
2012,Indonesia,18682618162,18130,10952,703,407,703,259,China,Singapore,South-Eastern Asia,39.59183673469388,42.10526315789473,63.1578947368421
2012,Ireland,23100146922.807,15577,20091,592,259,666,481,United Kingdom,United Kingdom,Northern Europe,-28.978622327790976,56.25,27.77777777777778
2012,Israel,10574859000,13135,14171,518,259,629,333,Germany,Jordan,Western Asia,-7.887323943661972,50,47.05882352941176
2012,Italy,520792897714,26270,78144,629,703,666,703,France,Brazil,Southern Europe,-197.46478873239437,-11.76470588235294,-5.555555555555555
2012,Jamaica,36111667,5402,1036,444,0,629,333,USA,USA,Caribbean,80.82191780821918,100,47.05882352941176
2012,Japan,1117442478257,14874,47434,592,703,629,703,Rep. of Korea,China,Eastern Asia,-218.9054726368159,-18.75,-11.76470588235294
2012,Jordan,1646589096,9213,3441,629,0,592,0,China,Free Zones,Western Asia,62.65060240963856,100,100
2012,Kazakhstan,2236951180,15392,4625,703,111,518,37,China,Russian Federation,Central Asia,69.95192307692307,84.21052631578947,92.85714285714286
2012,Kiribati,2277905,1702,37,296,0,37,0,China,Fiji,Micronesia,97.82608695652173,100,100
2012,Kyrgyzstan,3428373010,7400,2257,666,222,370,0,China,Kazakhstan,Central Asia,69.5,66.66666666666666,100
2012,Lao People's Dem. Rep.,1379027,2997,111,555,0,111,0,Thailand,Rep. of Korea,South-Eastern Asia,96.29629629629629,100,100
2012,Latvia,4731970404,11988,9139,296,37,555,185,Germany,Estonia,Northern Europe,23.765432098765434,87.5,66.66666666666666
2012,Lebanon,1039170789,7141,6845,407,0,333,74,China,United Arab Emirates,Western Asia,4.145077720207254,100,77.77777777777779
2012,Lesotho,168052948.497,1147,592,259,0,0,0,South Africa,South Africa,Southern Africa,48.38709677419355,100,NA
2012,Lithuania,24827548673,14763,12728,555,74,444,222,Germany,Belarus,Northern Europe,13.784461152882205,86.66666666666667,50
2012,Luxembourg,4647598527,9805,8177,222,111,370,37,Germany,Belgium,Western Europe,16.60377358490566,50,90
2012,Madagascar,179503078.276,6697,1554,592,37,333,37,China,Comoros,Eastern Africa,76.79558011049724,93.75,88.88888888888889
2012,Malawi,258738771.527,7252,2072,592,0,333,37,South Africa,South Africa,Eastern Africa,71.42857142857143,100,88.88888888888889
2012,Malaysia,24581061851,17834,20017,629,555,666,444,Japan,Singapore,South-Eastern Asia,-12.240663900414937,11.76470588235294,33.33333333333333
2012,Maldives,0,5106,0,518,0,259,0,China,NA,Southern Asia,100,100,100
2012,Mali,2018793482,9176,3663,555,111,555,185,France,France,Western Africa,60.08064516129033,80,66.66666666666666
2012,Malta,562132490,4884,1221,333,0,259,37,Italy,Libya,Southern Europe,75,100,85.71428571428571
2012,Mauritania,0,6290,0,370,0,370,0,France,NA,Western Africa,100,100,100
2012,Mauritius,130733173,8769,2294,666,37,333,111,China,France,Eastern Africa,73.83966244725738,94.44444444444444,66.66666666666666
2012,Mexico,803655422414,21201,18685,703,185,703,703,China,USA,Central America,11.8673647469459,73.68421052631578,0
2012,Montenegro,116335363,8806,1702,407,0,370,37,Italy,Serbia,Southern Europe,80.67226890756302,100,90
2012,Montserrat,1432566,888,111,0,0,407,37,USA,Antigua and Barbuda,Caribbean,87.5,NA,90.9090909090909
2012,Morocco,1454286332,12247,4551,555,37,481,37,France,Mauritania,Northern Africa,62.839879154078545,93.33333333333333,92.3076923076923
2012,Mozambique,4691252903,10841,1591,629,37,333,74,South Africa,South Africa,Eastern Africa,85.32423208191126,94.11764705882352,77.77777777777779
2012,Myanmar,129190791,6438,222,666,74,407,0,China,China,South-Eastern Asia,96.55172413793103,88.88888888888889,100
2012,Namibia,4496378639,7696,4995,592,37,333,37,South Africa,South Africa,Southern Africa,35.09615384615385,93.75,88.88888888888889
2012,Nepal,119977125,4292,444,666,37,333,37,China,India,Southern Asia,89.65517241379311,94.44444444444444,88.88888888888889
2012,Netherlands,496456398437.211,26825,67229,666,555,629,666,Germany,Germany,Western Europe,-150.6206896551724,16.666666666666664,-5.88235294117647
2012,New Caledonia,16057963,8436,666,444,0,407,0,France,Australia,Melanesia,92.10526315789474,100,100
2012,New Zealand,12488587888.948,17205,18981,666,333,666,481,China,Australia,Australia and New Zealand,-10.32258064516129,50,27.77777777777778
2012,Nicaragua,105462802,9694,740,629,0,666,74,USA,Costa Rica,Central America,92.36641221374046,100,88.88888888888889
2012,Niger,296865097,4551,740,666,37,259,37,China,France,Western Africa,83.73983739837398,94.44444444444444,85.71428571428571
2012,Nigeria,130571594,18981,1776,666,111,666,259,India,USA,Western Africa,90.64327485380117,83.33333333333334,61.111111111111114
2012,North Macedonia,295095054,11248,3441,481,0,370,37,Italy,Serbia,Southern Europe,69.4078947368421,100,90
2012,Norway,31655962609,20202,20794,629,259,592,370,Germany,Sweden,Northern Europe,-2.93040293040293,58.82352941176471,37.5
2012,Oman,2195574376,10471,2812,518,0,555,37,India,United Arab Emirates,Western Asia,73.14487632508833,100,93.33333333333333
2012,Pakistan,1674904530,13172,8140,666,111,592,74,China,United Arab Emirates,Southern Asia,38.20224719101123,83.33333333333334,87.5
2012,Palau,555000,2109,148,185,0,481,0,USA,FS Micronesia,Micronesia,92.98245614035088,100,100
2012,Panama,1336668512,13357,9509,592,37,666,333,USA,Venezuela,Central America,28.80886426592798,93.75,50
2012,Papua New Guinea,680041278,10841,1184,666,185,444,0,Australia,Australia,Melanesia,89.07849829351537,72.22222222222221,100
2012,Paraguay,1093069688,9990,999,629,0,592,74,Brazil,Bolivia (Plurinational State of),South America,90,100,87.5
2012,Peru,2094625107.43,15318,4699,666,37,666,333,China,Bolivia (Plurinational State of),South America,69.32367149758454,94.44444444444444,50
2012,Philippines,614463181,14171,3071,703,148,629,296,China,Japan,South-Eastern Asia,78.3289817232376,78.94736842105263,52.94117647058824
2012,Poland,163622587293,21460,37259,629,518,666,555,Germany,Russian Federation,Eastern Europe,-73.62068965517241,17.647058823529413,16.666666666666664
2012,Portugal,47529998276,13579,22866,518,37,592,333,Germany,Angola,Southern Europe,-68.39237057220708,92.85714285714286,43.75
2012,Qatar,6721538634.691,10656,4699,592,111,592,111,Germany,United Arab Emirates,Western Asia,55.90277777777778,81.25,81.25
2012,Rep. of Korea,349541464089,16872,43734,666,703,629,629,Germany,China,Eastern Asia,-159.21052631578948,-5.555555555555555,0
2012,Rep. of Moldova,624630522,10471,2775,481,0,407,0,Italy,Russian Federation,Eastern Europe,73.4982332155477,100,100
2012,Romania,15285682239,19018,16761,555,148,518,148,France,Bulgaria,Eastern Europe,11.86770428015564,73.33333333333333,71.42857142857143
2012,Russian Federation,44375104143,23236,16465,703,296,629,259,China,Kazakhstan,Eastern Europe,29.14012738853503,57.89473684210527,58.82352941176471
2012,Rwanda,181987477.427,8325,851,666,0,370,37,China,Uganda,Eastern Africa,89.77777777777777,100,90
2012,Saint Kitts and Nevis,3392826,1443,259,111,0,555,74,USA,USA,Caribbean,82.05128205128204,100,86.66666666666667
2012,Saint Lucia,17530082,2257,555,148,0,518,222,USA,USA,Caribbean,75.40983606557377,100,57.14285714285714
2012,Saint Vincent and the Grenadines,15025071,2405,333,259,0,518,111,USA,Trinidad and Tobago,Caribbean,86.15384615384616,100,78.57142857142857
2012,Samoa,998260,2146,148,333,0,259,0,New Zealand,New Zealand,Polynesia,93.10344827586206,100,100
2012,Sao Tome and Principe,1162540,1369,37,74,0,37,0,Portugal,Portugal,Middle Africa,97.2972972972973,100,100
2012,Saudi Arabia,19356016682,18167,7252,703,111,703,259,China,Bahrain,Western Asia,60.08146639511202,84.21052631578947,63.1578947368421
2012,Senegal,1009250073,10841,3256,555,0,444,74,France,Mali,Western Africa,69.96587030716724,100,83.33333333333334
2012,Serbia,2722306598,15355,10582,555,185,518,111,Germany,North Macedonia,Southern Europe,31.08433734939759,66.66666666666666,78.57142857142857
